N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
17,34,134,1501.007222,82.79,38.92,63.18,6.32,9.46,6.96,0.84
3,51,73,2235.508477,30.07,33.4,20.31,5.25,2.92,6.75,0.73
76,60,38,1733.15189,67.55,36.12,46.59,7.67,3.39,5.47,1.55
110,22,12,1988.854001,64.99,18.24,44.89,6.44,12.02,5.39,1.06
127,39,116,1233.541593,50.67,37.47,35.83,3.52,4.69,4.91,0.91
11,8,51,528.3890038,78.31,32.77,49.98,7.39,12.96,5.05,0.43
70,29,49,1899.50711,87.67,31.01,60.58,6.48,6.49,5.56,0.6
58,40,145,2195.019856,34.59,39.64,24.88,5.46,8.87,4.92,0.51
17,34,134,1501.007222,82.79,38.92,53.29,8.5,11.52,6.19,0.64
17,34,134,1501.007222,82.79,38.92,52.66,8.85,15.66,5.36,0.86
52,78,18,405.0996571,44.22,33.85,32.22,8.15,11.8,5.19,0.75
52,78,18,405.0996571,44.22,33.85,34.2,7.07,8.02,6.71,0.43
76,61,70,1028.837007,63.76,34.99,44.12,3,9.5,6.44,0.35
127,39,116,1233.541593,50.67,37.47,33.18,5.98,12.18,6.88,0.55
127,39,116,1233.541593,50.67,37.47,29.97,5.71,11.7,6.62,0.93
111,37,122,679.3565028,69.25,34.32,46.79,7.55,6.2,6.05,0.57
13,10,90,411.5842734,55.86,15.88,40.6,7.41,7.63,6.34,0.81
115,36,99,2903.859132,53.86,20.98,36.94,5.76,20.15,6.05,1.27
17,34,134,1501.007222,82.79,38.92,54.41,8.66,11.2,5.35,0.77
11,8,51,528.3890038,78.31,32.77,50.12,7.43,16.1,6.61,0.6
81,15,99,2801.273225,42.48,39.26,28.55,5.26,8.15,5.79,1.13
127,39,116,1233.541593,50.67,37.47,36.28,5.96,10.61,5.76,0.86
76,73,129,1758.154104,57.65,29.96,44.15,7.56,13.05,6.46,0.2
76,73,129,1758.154104,57.65,29.96,43.03,8.57,9.19,6.48,0.85
11,8,51,528.3890038,78.31,32.77,49.06,6,10.24,5.05,1.22
111,21,33,1781.57254,80.52,18.05,55.75,6.04,12.41,6.2,1.08
127,39,116,1233.541593,50.67,37.47,34.76,7.69,10.67,6.76,0.85
11,8,51,528.3890038,78.31,32.77,49.84,5.38,2.7,6.83,1.02
76,61,70,1028.837007,63.76,34.99,45.48,9.24,7.32,6.79,0.33
110,22,12,1988.854001,64.99,18.24,44.13,6.96,9.53,6.03,1.14
87,68,55,745.7112365,67.2,37.52,41.69,7.97,3.34,5.01,0.49
99,59,81,1698.684797,37.51,18.74,25.1,5.79,10.59,4.74,0.32
81,15,99,2801.273225,42.48,39.26,29.08,7.54,10.2,6.35,1.01
58,40,145,2195.019856,34.59,39.64,23.7,8.03,13.15,6.48,0.61
133,68,69,1627.737143,39.26,30.4,27.17,5.64,12.5,4.91,0.96
111,21,33,1781.57254,80.52,18.05,50.78,5.74,6.34,6.93,0.83
87,68,55,745.7112365,67.2,37.52,43.2,6.27,6.58,6.52,0.86
127,39,116,1233.541593,50.67,37.47,28.8,5.52,15.04,6.73,1.21
13,7,65,852.9361587,39.07,17.57,34.27,6.49,8.17,6.44,0.91
76,73,129,1758.154104,57.65,29.96,38.66,9.02,6.25,5.75,0.68
6,6,98,1522.748362,57.18,19.46,39.91,6.03,7.61,5.45,0.38
76,60,38,1733.15189,67.55,36.12,48.38,7.55,5.69,5.88,1
52,78,18,405.0996571,44.22,33.85,30.11,7.97,3.2,6.41,0.98
76,65,55,551.9315317,62.03,31.48,46.02,7.04,10.18,5.62,0.95
11,83,7,1852.690692,33.59,26.25,28.39,6.84,7.06,6.91,0.36
111,21,33,1781.57254,80.52,18.05,60.07,6.79,3.49,6.65,0.51
49,79,6,1951.611984,50.22,23.46,35.19,6.51,5.61,5.2,0.7
76,65,55,551.9315317,62.03,31.48,40.95,7.12,5.65,6.51,0.84
87,68,55,745.7112365,67.2,37.52,43.9,3.57,12.53,6.65,0.66
76,61,70,1028.837007,63.76,34.99,44.09,11.19,9.64,5.53,0.55
101,8,24,1541.295531,73.76,31.79,43.53,8.21,9.91,6.87,0.51
127,39,116,1233.541593,50.67,37.47,30.18,6.96,5.22,4.91,1.33
101,8,24,1541.295531,73.76,31.79,48.61,8.62,8.6,6.36,0.96
13,10,90,411.5842734,55.86,15.88,39.48,5.91,9.93,5.44,0.46
76,61,70,1028.837007,63.76,34.99,38.8,5.27,9.06,5.46,1.62
52,78,18,405.0996571,44.22,33.85,32.31,9.52,7.34,5.32,0.75
127,39,116,1233.541593,50.67,37.47,36.19,7.82,12.06,4.85,1.05
81,15,99,2801.273225,42.48,39.26,31.44,6.22,9.71,6.6,0.43
3,51,73,2235.508477,30.07,33.4,20.22,8.7,6.01,5.67,1.03
99,59,81,1698.684797,37.51,18.74,25.8,8,12.18,6.08,1.21
101,8,24,1541.295531,73.76,31.79,48.73,7.27,10.91,5.1,0.81
13,7,65,852.9361587,39.07,17.57,24.72,5.45,2.54,5,0.42
101,8,24,1541.295531,73.76,31.79,48,6.4,2,5.95,0.7
76,65,55,551.9315317,62.03,31.48,44.65,5.13,9.82,5.45,0.68
101,8,24,1541.295531,73.76,31.79,46.51,4.86,9.61,5.03,0.73
111,21,33,1781.57254,80.52,18.05,52.45,8.74,13.73,5.85,1
101,8,24,1541.295531,73.76,31.79,48.4,8.74,13.86,6.59,0.61
3,51,73,2235.508477,30.07,33.4,26.01,5.17,10.75,5.32,0.72
3,51,73,2235.508477,30.07,33.4,21.39,7.76,8.24,4.92,0.98
17,34,134,1501.007222,82.79,38.92,58.4,6.45,8.39,6.95,0.67
49,79,6,1951.611984,50.22,23.46,39.76,7.58,12.41,4.92,0.92
115,36,99,2903.859132,53.86,20.98,38.91,6.97,10.26,6.95,1.01
13,7,65,852.9361587,39.07,17.57,26.11,6.65,2,5.78,1.21
76,73,129,1758.154104,57.65,29.96,43.12,9.03,13.05,6.71,0.69
76,73,129,1758.154104,57.65,29.96,37.43,8.12,14.87,5.49,0.97
6,6,98,1522.748362,57.18,19.46,38.74,6.92,12.95,6.33,0.97
127,39,116,1233.541593,50.67,37.47,36.18,7.8,2.14,5.83,0.58
3,51,73,2235.508477,30.07,33.4,22.78,4.38,7.33,5.42,1.04
70,29,49,1899.50711,87.67,31.01,56.34,7.53,10.87,5.49,1.57
52,78,18,405.0996571,44.22,33.85,32.22,5.15,7.57,5.84,0.82
13,10,90,411.5842734,55.86,15.88,38.89,7.72,5.41,5.67,0.47
58,40,145,2195.019856,34.59,39.64,28.7,4.13,9.29,5.11,1.15
115,36,99,2903.859132,53.86,20.98,36.05,7.26,15.98,4.73,0.2
56,68,77,530.5086764,39.28,23.95,25.25,8.8,2,6.16,1.42
115,36,99,2903.859132,53.86,20.98,37.55,6.18,9.29,5.24,0.25
111,37,122,679.3565028,69.25,34.32,41.47,8.73,13.58,6.05,0.2
76,65,55,551.9315317,62.03,31.48,44.86,6.76,12.72,5.76,0.86
111,21,33,1781.57254,80.52,18.05,57.57,8.39,11.9,6.08,0.71
101,8,24,1541.295531,73.76,31.79,50.08,9.79,3.75,5.77,0.63
58,40,145,2195.019856,34.59,39.64,20.69,6.47,4.88,6.51,0.84
76,65,55,551.9315317,62.03,31.48,36.72,6.04,10.15,4.7,0.3
13,7,65,852.9361587,39.07,17.57,28.77,7.3,9.71,5.69,1.02
76,61,70,1028.837007,63.76,34.99,49.66,6.62,15.56,6.67,1.2
3,51,73,2235.508477,30.07,33.4,21.7,7.42,9.27,4.79,1.02
58,40,145,2195.019856,34.59,39.64,29.39,7.77,10.97,4.9,1.11
49,79,6,1951.611984,50.22,23.46,34.66,7.89,9.4,5.61,0.73
111,37,122,679.3565028,69.25,34.32,47.31,6.26,6.95,6.17,0.59
119,27,105,2870.445723,82.34,18.93,57.3,8.68,8.38,5.16,0.71
119,27,105,2870.445723,82.34,18.93,52.39,7.52,8.93,6.88,0.44
76,73,129,1758.154104,57.65,29.96,38.57,6.14,15.51,5.07,0.54
87,68,55,745.7112365,67.2,37.52,43.09,4.35,8.49,5.87,0.79
17,34,134,1501.007222,82.79,38.92,55.29,6.97,7.33,6.48,0.28
111,21,33,1781.57254,80.52,18.05,54.92,7.87,16.1,5.57,0.53
58,40,145,2195.019856,34.59,39.64,28.88,4.23,11.69,4.73,0.68
119,27,105,2870.445723,82.34,18.93,46.08,8.42,6.71,6.17,0.88
104,88,141,2254.711039,80.97,30.65,50.98,7.84,5.32,6.72,0.77
99,59,81,1698.684797,37.51,18.74,29.56,7.06,5.86,5.97,0.61
76,61,70,1028.837007,63.76,34.99,40.3,7.2,9.61,4.81,0.94
17,34,134,1501.007222,82.79,38.92,55.99,7.02,12.73,6.72,0.75
111,21,33,1781.57254,80.52,18.05,48.83,10.61,9.42,6.47,1.37
56,68,77,530.5086764,39.28,23.95,27.54,7.73,7.1,4.82,0.77
6,6,98,1522.748362,57.18,19.46,41.87,8.06,7.47,4.59,1.01
13,10,90,411.5842734,55.86,15.88,38.12,9.63,10.1,5.17,0.72
99,59,81,1698.684797,37.51,18.74,25.99,10.14,10.59,5.4,0.83
6,6,98,1522.748362,57.18,19.46,35.77,8.22,4.73,6.86,1.05
76,61,70,1028.837007,63.76,34.99,44.59,4.73,8.36,4.92,0.85
81,15,99,2801.273225,42.48,39.26,31.12,5.44,10.76,5.29,0.33
76,61,70,1028.837007,63.76,34.99,41.21,6.59,4.8,4.82,1.28
87,68,55,745.7112365,67.2,37.52,49.31,7.9,16.9,5.11,0.68
76,73,129,1758.154104,57.65,29.96,38.79,7.15,5.8,4.64,1.06
133,68,69,1627.737143,39.26,30.4,28.81,7.45,11.4,5.44,0.34
81,15,99,2801.273225,42.48,39.26,28.04,7.72,7.61,4.52,1.01
27,67,71,2478.797388,87.19,20.38,58.12,8.74,6.71,5.16,0.81
133,68,69,1627.737143,39.26,30.4,30.04,5.91,13.54,5.86,1.07
76,73,129,1758.154104,57.65,29.96,34.85,6.88,8.43,4.58,0.56
111,37,122,679.3565028,69.25,34.32,43.87,7.37,13.17,5.84,0.28
17,34,134,1501.007222,82.79,38.92,53.74,8.55,10.86,5.67,0.96
11,8,51,528.3890038,78.31,32.77,51.72,6.33,2,5.95,0.66
11,8,51,528.3890038,78.31,32.77,58.07,7.64,17.07,4.65,1.05
27,67,71,2478.797388,87.19,20.38,60.15,6.35,9.9,5.25,1.33
115,36,99,2903.859132,53.86,20.98,37.26,6.05,12.27,5.32,0.33
127,39,116,1233.541593,50.67,37.47,36.77,6.91,10.25,6.18,0.24
76,60,38,1733.15189,67.55,36.12,43.9,8.79,11.33,6.52,0.78
99,59,81,1698.684797,37.51,18.74,28.31,8.64,10.23,5.57,0.87
81,15,99,2801.273225,42.48,39.26,30.16,6.06,4.98,4.75,1.02
17,34,134,1501.007222,82.79,38.92,54.76,6.22,19.09,5.12,0.57
119,27,105,2870.445723,82.34,18.93,53.8,5.85,4.87,6.57,1.1
13,10,90,411.5842734,55.86,15.88,35.66,5.4,12.32,5.53,0.67
119,27,105,2870.445723,82.34,18.93,55.11,8.18,10.85,5.54,1.06
11,8,51,528.3890038,78.31,32.77,58.45,9.84,2.89,6.24,0.77
76,61,70,1028.837007,63.76,34.99,47.53,6.36,5.36,4.98,0.28
17,34,134,1501.007222,82.79,38.92,52.9,6.9,10.97,5.23,0.98
101,8,24,1541.295531,73.76,31.79,50.27,7.14,12.26,4.93,0.36
3,51,73,2235.508477,30.07,33.4,19.41,8.01,2,6,1.32
76,73,129,1758.154104,57.65,29.96,36.91,9.15,16.92,5.47,1.12
119,27,105,2870.445723,82.34,18.93,52.26,10.25,9.5,6.29,0.51
127,39,116,1233.541593,50.67,37.47,37.47,8.7,11.93,6.04,0.35
52,78,18,405.0996571,44.22,33.85,31.64,6.97,10.08,5.22,0.55
13,7,65,852.9361587,39.07,17.57,28.7,5.79,10.75,5.42,1.37
13,7,65,852.9361587,39.07,17.57,28.1,6.8,6.45,6.64,0.2
111,21,33,1781.57254,80.52,18.05,58.65,8.64,2,5.1,0.68
115,36,99,2903.859132,53.86,20.98,37.83,5.04,10.71,5.17,0.8
87,68,55,745.7112365,67.2,37.52,46.28,6.48,6.88,4.71,1.29
87,68,55,745.7112365,67.2,37.52,45.63,8.55,8.12,5.79,0.41
99,59,81,1698.684797,37.51,18.74,25.4,5.47,4.95,4.64,1.24
6,6,98,1522.748362,57.18,19.46,39.31,6.62,12.63,6.74,1.15
119,27,105,2870.445723,82.34,18.93,49.23,10.22,10.41,5.94,0.99
119,27,105,2870.445723,82.34,18.93,52.14,4.36,6.57,4.51,1.51
99,59,81,1698.684797,37.51,18.74,25.54,5.79,16.07,5.13,0.76
76,61,70,1028.837007,63.76,34.99,41.27,6.77,10.21,6.42,0.92
76,65,55,551.9315317,62.03,31.48,47.09,4.42,11.19,6.48,0.7
49,79,6,1951.611984,50.22,23.46,35.14,3.91,11.77,5.21,0.91
76,65,55,551.9315317,62.03,31.48,39.62,9.92,7.72,6.62,0.96
76,73,129,1758.154104,57.65,29.96,42.79,7.53,10.53,5.58,0.51
76,65,55,551.9315317,62.03,31.48,43.55,7.25,7.09,4.58,0.43
76,61,70,1028.837007,63.76,34.99,44.35,6.95,12.62,5.34,0.52
111,37,122,679.3565028,69.25,34.32,50.63,6.61,3.42,6.92,1.58
101,8,24,1541.295531,73.76,31.79,54.12,4.41,6.7,4.89,1.15
133,68,69,1627.737143,39.26,30.4,29.86,5.96,6.8,5.43,0.23
56,68,77,530.5086764,39.28,23.95,29.66,8.85,13.71,6.51,0.66
58,40,145,2195.019856,34.59,39.64,27.67,9.1,13.4,5.21,1.03
133,68,69,1627.737143,39.26,30.4,30.25,5.54,3.66,6.42,0.93
76,61,70,1028.837007,63.76,34.99,43.92,5.96,5.32,5.81,0.21
127,39,116,1233.541593,50.67,37.47,32.81,6.14,6.33,5.97,0.98
99,59,81,1698.684797,37.51,18.74,25.72,3.71,5.11,6.13,0.72
119,27,105,2870.445723,82.34,18.93,58.09,8.65,8.11,6.53,1.11
127,39,116,1233.541593,50.67,37.47,31.39,7.66,2.2,5.19,0.75
11,8,51,528.3890038,78.31,32.77,53.94,6.68,6.7,4.94,0.93
99,59,81,1698.684797,37.51,18.74,28.59,6.37,10.94,6.69,1.24
11,8,51,528.3890038,78.31,32.77,52.63,7.65,7.2,5.76,0.51
104,88,141,2254.711039,80.97,30.65,52.76,6.61,13.39,6.52,0.96
27,67,71,2478.797388,87.19,20.38,63.49,8.65,5.79,4.62,0.99
44,34,9,2241.347941,88.71,36.81,57.19,5.22,9.31,6.94,1.07
27,67,71,2478.797388,87.19,20.38,53.2,6.59,11.31,5.68,0.61
3,51,73,2235.508477,30.07,33.4,22.44,9.32,12.09,4.76,0.3
49,79,6,1951.611984,50.22,23.46,36.75,8.39,10.54,4.58,1.38
99,59,81,1698.684797,37.51,18.74,27.08,7.84,3.78,5.47,0.74
119,27,105,2870.445723,82.34,18.93,54.66,9.25,11.02,5.62,1.25
104,88,141,2254.711039,80.97,30.65,52.09,7.71,12.96,5.92,0.96
87,68,55,745.7112365,67.2,37.52,43.7,7.24,14.09,5.87,0.2
56,68,77,530.5086764,39.28,23.95,27.98,5.61,2.62,5.48,0.78
76,73,129,1758.154104,57.65,29.96,40.82,6.14,9.76,4.51,0.61
56,68,77,530.5086764,39.28,23.95,27.07,6.88,9.51,5.34,1.26
76,73,129,1758.154104,57.65,29.96,39.72,8.23,15.47,6.75,0.74
44,34,9,2241.347941,88.71,36.81,59.42,7.94,7.06,5.81,0.4
70,29,49,1899.50711,87.67,31.01,57.13,7.71,9.3,6.86,1.28
119,27,105,2870.445723,82.34,18.93,54.66,4.95,9.52,5.57,0.37
76,61,70,1028.837007,63.76,34.99,46.07,6.08,13.87,6.02,1.01
76,65,55,551.9315317,62.03,31.48,41.24,3.48,11.21,6.93,0.81
133,68,69,1627.737143,39.26,30.4,24.99,7.43,14.82,6.92,0.56
81,15,99,2801.273225,42.48,39.26,25.68,6.23,9.9,6.91,0.76
99,59,81,1698.684797,37.51,18.74,23.6,6.39,13.09,6.21,0.68
101,8,24,1541.295531,73.76,31.79,49.91,7.63,6.67,6.33,0.65
76,73,129,1758.154104,57.65,29.96,38.88,9.24,9.8,5.56,0.83
119,27,105,2870.445723,82.34,18.93,61.34,10.49,12.12,6.2,0.75
52,78,18,405.0996571,44.22,33.85,28.53,6.29,9.73,6.21,0.56
111,21,33,1781.57254,80.52,18.05,57.37,6.51,13.18,5.45,0.62
6,6,98,1522.748362,57.18,19.46,38.77,5.47,14.92,6.01,0.81
49,79,6,1951.611984,50.22,23.46,36.12,6.62,9.37,5.8,0.77
115,36,99,2903.859132,53.86,20.98,32.01,7.74,10.32,5.95,0.82
49,79,6,1951.611984,50.22,23.46,33.15,6.21,8.94,5.01,0.61
44,34,9,2241.347941,88.71,36.81,56.54,5.59,11.18,5.17,0.93
127,39,116,1233.541593,50.67,37.47,43.1,8.85,18.05,4.79,1
58,40,145,2195.019856,34.59,39.64,20.49,5.76,9.55,6.45,0.43
58,40,145,2195.019856,34.59,39.64,25.25,6.06,13.07,4.83,0.43
110,22,12,1988.854001,64.99,18.24,45.17,8,6.96,5.23,0.54
6,6,98,1522.748362,57.18,19.46,30.35,6.19,9.52,5.36,1.12
49,79,6,1951.611984,50.22,23.46,36.85,9.32,3.58,5.57,0.56
133,68,69,1627.737143,39.26,30.4,34.96,7.88,9.03,6.45,0.99
111,21,33,1781.57254,80.52,18.05,54.65,11.73,17.46,5.6,0.31
111,21,33,1781.57254,80.52,18.05,55.75,8,5.9,5.38,0.95
3,51,73,2235.508477,30.07,33.4,25.61,6.09,11.59,4.88,0.54
70,29,49,1899.50711,87.67,31.01,55.39,4.91,14.15,5.37,0.89
127,39,116,1233.541593,50.67,37.47,30.82,6.94,7.71,6.64,0.68
76,73,129,1758.154104,57.65,29.96,39.75,4.81,11.03,6.87,0.63
17,34,134,1501.007222,82.79,38.92,59.33,7.16,2.73,6.41,0.62
11,83,7,1852.690692,33.59,26.25,30.27,8.78,13.93,4.79,0.82
76,73,129,1758.154104,57.65,29.96,38.79,8.06,14.97,4.54,1.06
13,7,65,852.9361587,39.07,17.57,28.54,7.48,11.11,6.67,0.67
17,34,134,1501.007222,82.79,38.92,50.04,7.49,8.49,4.79,1.01
104,88,141,2254.711039,80.97,30.65,46.9,5,9.7,5.76,0.72
119,27,105,2870.445723,82.34,18.93,56.49,6.2,9.63,5.81,0.54
6,6,98,1522.748362,57.18,19.46,39.57,7.33,6.73,4.65,0.8
56,68,77,530.5086764,39.28,23.95,31.65,6.8,11.12,5.72,0.69
99,59,81,1698.684797,37.51,18.74,27.93,7.76,9.14,6.48,1.57
101,8,24,1541.295531,73.76,31.79,46.28,8.06,8.93,5.99,0.73
101,8,24,1541.295531,73.76,31.79,47.32,4.86,3.75,6.24,0.86
52,78,18,405.0996571,44.22,33.85,29.1,6.3,7.56,6.88,0.84
17,34,134,1501.007222,82.79,38.92,54,5.7,10.89,5.04,0.89
127,39,116,1233.541593,50.67,37.47,31.28,9.73,9.98,5.91,0.91
104,88,141,2254.711039,80.97,30.65,57.41,7.95,5.33,5.3,0.7
44,34,9,2241.347941,88.71,36.81,54.76,9.04,18.15,5.47,0.2
70,29,49,1899.50711,87.67,31.01,55.23,4.98,5.76,6.64,0.54
58,40,145,2195.019856,34.59,39.64,23.89,6.4,13.16,6.93,1.04
99,59,81,1698.684797,37.51,18.74,29.19,6.15,6.18,6.81,0.37
17,34,134,1501.007222,82.79,38.92,55.58,7.96,6.06,6.64,1.26
87,68,55,745.7112365,67.2,37.52,44.19,6.8,6.51,6.12,1.11
13,7,65,852.9361587,39.07,17.57,30.15,7.34,14.31,4.57,0.35
76,65,55,551.9315317,62.03,31.48,42.98,6.54,11.02,5.41,0.81
104,88,141,2254.711039,80.97,30.65,53.35,5.91,16.45,5.41,0.78
101,8,24,1541.295531,73.76,31.79,51.36,7.14,7.65,6.07,1.05
44,34,9,2241.347941,88.71,36.81,60.03,9.29,20.15,6.54,1.01
70,29,49,1899.50711,87.67,31.01,63.04,7.12,16.77,6.71,0.69
99,59,81,1698.684797,37.51,18.74,33.54,6.32,10.53,6.04,0.31
17,34,134,1501.007222,82.79,38.92,58.69,8.15,7.21,5.89,1.08
76,73,129,1758.154104,57.65,29.96,34.79,9.12,14.04,6.63,0.74
76,61,70,1028.837007,63.76,34.99,45.18,5.06,6.28,5.63,1.06
104,88,141,2254.711039,80.97,30.65,52.16,6.76,7.36,5.77,1.2
70,29,49,1899.50711,87.67,31.01,55.9,5.73,10.06,5.7,1.08
115,36,99,2903.859132,53.86,20.98,38.33,6.22,8.46,6.4,0.91
76,73,129,1758.154104,57.65,29.96,37.25,8.97,15.44,6.38,0.48
99,59,81,1698.684797,37.51,18.74,28.99,6.6,14.78,5.95,0.73
27,67,71,2478.797388,87.19,20.38,58.78,5.48,10.66,4.66,0.76
11,8,51,528.3890038,78.31,32.77,53.71,8.1,8.36,5.56,0.9
76,60,38,1733.15189,67.55,36.12,37.38,6.6,7.07,4.68,1.15
49,79,6,1951.611984,50.22,23.46,29.17,4.03,4.4,6.64,1.22
13,10,90,411.5842734,55.86,15.88,36.16,7.34,12.76,5.52,0.36
99,59,81,1698.684797,37.51,18.74,28.46,8.53,9.1,4.76,0.96
133,68,69,1627.737143,39.26,30.4,34.82,7.5,10.03,6.1,0.67
44,34,9,2241.347941,88.71,36.81,57.75,9.01,7,5.95,1.01
76,65,55,551.9315317,62.03,31.48,44.37,5.04,11.8,5.06,0.81
27,67,71,2478.797388,87.19,20.38,58.67,8.33,8.98,4.8,0.26
11,83,7,1852.690692,33.59,26.25,26.05,5.41,9.2,6.84,0.96
49,79,6,1951.611984,50.22,23.46,37.84,7.63,10.92,4.86,0.32
115,36,99,2903.859132,53.86,20.98,36.89,5.38,9.73,5.03,0.88
3,51,73,2235.508477,30.07,33.4,25.48,5.73,7.72,4.5,1.05
111,21,33,1781.57254,80.52,18.05,56.16,6.39,9.19,5.43,0.95
76,60,38,1733.15189,67.55,36.12,41.42,7.9,12.05,5.62,1.2
3,51,73,2235.508477,30.07,33.4,20.91,5.86,4.93,4.79,0.98
13,10,90,411.5842734,55.86,15.88,37.84,7.09,4.76,4.89,0.98
101,8,24,1541.295531,73.76,31.79,48.33,6.41,10.71,5.64,0.84
133,68,69,1627.737143,39.26,30.4,29.57,6.88,11.63,4.62,1.14
76,73,129,1758.154104,57.65,29.96,37.32,5.4,9.03,5.3,0.96
87,68,55,745.7112365,67.2,37.52,43.65,6.86,8.61,6.29,0.93
111,37,122,679.3565028,69.25,34.32,47.88,7.4,11.8,6.78,0.66
49,79,6,1951.611984,50.22,23.46,35.66,6.45,8.29,5.98,0.58
119,27,105,2870.445723,82.34,18.93,62.46,6.37,10.42,5.87,0.57
81,15,99,2801.273225,42.48,39.26,35.47,4.4,5.96,6.44,0.81
104,88,141,2254.711039,80.97,30.65,50.54,6.58,11.81,6.97,0.47
76,60,38,1733.15189,67.55,36.12,40.21,8.2,13.75,4.58,0.81
115,36,99,2903.859132,53.86,20.98,34.9,8.74,15.13,6.03,0.95
13,10,90,411.5842734,55.86,15.88,37.91,4.72,14.66,4.89,0.64
99,59,81,1698.684797,37.51,18.74,25.94,6.94,8.86,4.81,0.7
27,67,71,2478.797388,87.19,20.38,55.99,8.78,11.18,6.41,0.74
11,8,51,528.3890038,78.31,32.77,54.82,3.92,2.57,6.74,0.66
76,65,55,551.9315317,62.03,31.48,40.34,6.69,7.1,5.69,0.66
110,22,12,1988.854001,64.99,18.24,41.43,5.13,11.71,4.59,0.87
17,34,134,1501.007222,82.79,38.92,59.69,8.9,10.88,5.43,0.57
13,10,90,411.5842734,55.86,15.88,38.03,7.08,8.66,5.93,0.73
81,15,99,2801.273225,42.48,39.26,34.37,9.97,10.3,5.77,0.81
11,8,51,528.3890038,78.31,32.77,54.32,4.65,9,5.49,0.88
56,68,77,530.5086764,39.28,23.95,27.72,8.23,6.26,5.57,0.42
110,22,12,1988.854001,64.99,18.24,38.41,7.06,4.53,5.33,0.58
76,61,70,1028.837007,63.76,34.99,42.36,6.52,11.52,5.43,0.89
76,73,129,1758.154104,57.65,29.96,35.24,5.87,6.27,6.45,0.43
133,68,69,1627.737143,39.26,30.4,27.18,7.64,4.77,6.5,0.41
44,34,9,2241.347941,88.71,36.81,58.12,5.9,12.41,5.5,0.47
119,27,105,2870.445723,82.34,18.93,50.99,6.27,6.58,6.47,0.79
44,34,9,2241.347941,88.71,36.81,63.23,6.72,15.97,5.52,1.02
52,78,18,405.0996571,44.22,33.85,28.9,5.77,2.23,6.62,0.66
6,6,98,1522.748362,57.18,19.46,39.73,5.48,6.61,4.79,0.66
115,36,99,2903.859132,53.86,20.98,36.46,5.87,12.94,6.07,1.11
11,83,7,1852.690692,33.59,26.25,23.21,7.52,6.39,6.09,1.1
17,34,134,1501.007222,82.79,38.92,51.34,7.69,8.25,5.1,0.76
3,51,73,2235.508477,30.07,33.4,25.18,8.06,8.06,6.82,0.51
3,51,73,2235.508477,30.07,33.4,24.47,10.03,7.2,6.32,0.59
115,36,99,2903.859132,53.86,20.98,36.62,6.67,15.08,5.46,0.93
49,79,6,1951.611984,50.22,23.46,34.93,3.79,11.8,6.89,0.75
6,6,98,1522.748362,57.18,19.46,37.12,7.38,11.11,4.71,0.97
11,8,51,528.3890038,78.31,32.77,51.71,8.13,17.08,5.46,0.86
13,10,90,411.5842734,55.86,15.88,42.49,6.57,8.85,5.08,0.69
127,39,116,1233.541593,50.67,37.47,33.59,8.45,12.14,5.74,0.99
104,88,141,2254.711039,80.97,30.65,52.29,5.09,8.24,6.67,0.97
49,79,6,1951.611984,50.22,23.46,31.95,6.01,2,6.59,0.7
13,10,90,411.5842734,55.86,15.88,41.43,9.43,7.58,6.81,0.78
13,10,90,411.5842734,55.86,15.88,39.18,6.1,8.38,5.58,0.69
49,79,6,1951.611984,50.22,23.46,30.94,7.34,8.73,6.07,1.07
101,8,24,1541.295531,73.76,31.79,51.99,7.89,10.28,4.84,0.49
76,61,70,1028.837007,63.76,34.99,41.61,8.03,11.79,6.8,0.71
76,60,38,1733.15189,67.55,36.12,42.24,6.9,3.52,5.08,0.97
58,40,145,2195.019856,34.59,39.64,29.69,6.8,20.85,6.16,1.21
11,83,7,1852.690692,33.59,26.25,21.48,6.48,11.82,5.87,0.84
49,79,6,1951.611984,50.22,23.46,34.85,6.35,9.96,4.56,0.6
111,37,122,679.3565028,69.25,34.32,48.96,8.56,13.98,4.8,1.08
17,34,134,1501.007222,82.79,38.92,55.37,6.63,4.19,5.16,0.67
13,7,65,852.9361587,39.07,17.57,27.29,5.16,16.92,6.79,0.3
76,73,129,1758.154104,57.65,29.96,40.03,8.89,4.27,6.93,1.19
133,68,69,1627.737143,39.26,30.4,35.25,7.48,7.84,5.65,1.09
70,29,49,1899.50711,87.67,31.01,62.07,6.17,9.43,4.76,0.58
17,34,134,1501.007222,82.79,38.92,59.76,6.02,6.38,6.89,0.92
52,78,18,405.0996571,44.22,33.85,31.62,8.78,13.71,6.61,0.32
52,78,18,405.0996571,44.22,33.85,29.27,6.6,14.02,6.55,0.25
13,7,65,852.9361587,39.07,17.57,26.34,8.66,10.32,5.75,1
81,15,99,2801.273225,42.48,39.26,30.57,5.82,11.9,6.47,1.76
56,68,77,530.5086764,39.28,23.95,26.35,8.31,9.45,6.91,0.53
58,40,145,2195.019856,34.59,39.64,25.76,7.95,14.76,5.61,0.71
110,22,12,1988.854001,64.99,18.24,48.08,7.23,10.03,6.91,0.74
76,61,70,1028.837007,63.76,34.99,39.38,5.5,6.44,5.91,0.43
127,39,116,1233.541593,50.67,37.47,33.94,5.03,3.77,5.66,0.58
